,area_type,location,total_sqft,bath,balcony,price,BHK,price_per_sqft
10755,Super built-up  Area,Electronic City,770.0,1.0,1.0,38.0,2,4935.064935064935
10756,Super built-up  Area,Sarjapur  Road,3930.0,5.0,2.0,330.0,4,8396.946564885497
10757,Super built-up  Area,Chikkalasandra,1355.0,3.0,2.0,54.2,3,4000.0
10758,Built-up  Area,Abbigere,3000.0,8.0,0.0,150.0,8,5000.0
10759,Built-up  Area,Harlur,2569.0,4.0,1.0,175.0,4,6811.989100817439
10761,Super built-up  Area,Whitefield,1116.0,2.0,3.0,51.91,2,4651.433691756272
10762,Super built-up  Area,Bhoganhalli,1707.0,3.0,2.0,115.0,3,6736.965436438196
10764,Super built-up  Area,Sultan Palaya,1070.0,2.0,2.0,49.0,2,4579.439252336449
10765,Built-up  Area,Whitefield,6000.0,4.0,2.0,410.0,4,6833.333333333333
10766,Super built-up  Area,Tumkur Road,1240.0,2.0,1.0,83.0,3,6693.548387096775
10767,Super built-up  Area,JP Nagar,1300.0,2.0,1.0,91.65,2,7050.0
10768,Super built-up  Area,Ambalipura,1700.0,2.0,2.0,76.0,2,4470.588235294118
10769,Super built-up  Area,Yeshwanthpur,1383.0,2.0,2.0,76.18,3,5508.315256688359
10770,Built-up  Area,Banashankari Stage I,3000.0,4.0,3.0,170.0,5,5666.666666666667
10771,Built-up  Area,Electronic City,1200.0,2.0,1.0,34.65,2,2887.5
10772,Super built-up  Area,Hulimavu,935.0,2.0,3.0,45.0,2,4812.834224598931
10773,Super built-up  Area,Thigalarapalya,2072.0,4.0,2.0,151.0,3,7287.644787644787
10774,Built-up  Area,Ramanjaneyanagar,2200.0,3.0,1.0,225.0,4,10227.272727272728
10775,Super built-up  Area,Jalahalli,615.0,1.0,1.0,46.0,1,7479.674796747968
10776,Super built-up  Area,KR Puram,1116.0,2.0,1.0,45.0,2,4032.2580645161293
10777,Super built-up  Area,Whitefield,1639.0,3.0,2.0,107.0,3,6528.370957901159
10778,Super built-up  Area,Marathahalli,1839.0,3.0,2.0,130.0,3,7069.0592713431215
10779,Super built-up  Area,Byatarayanapura,1300.0,2.0,2.0,63.0,2,4846.153846153846
10780,Super built-up  Area,Horamavu Agara,625.0,1.0,1.0,27.0,1,4320.0
10781,Super built-up  Area,Thanisandra,933.0,1.0,1.0,61.0,1,6538.049303322615
10782,Super built-up  Area,Hosur Road,2289.0,3.0,3.0,180.0,3,7863.695937090432
10783,Built-up  Area,Ramamurthy Nagar,2316.0,3.0,0.0,125.0,3,5397.2366148531955
10784,Super built-up  Area,Electronic City,1005.0,2.0,1.0,39.77,2,3957.213930348259
10785,Built-up  Area,Horamavu Agara,1080.0,2.0,1.0,38.0,2,3518.5185185185187
10787,Super built-up  Area,Vishwapriya Layout,910.0,2.0,3.0,36.0,2,3956.043956043956
10788,Plot  Area,Hormavu,1200.0,2.0,0.0,73.0,2,6083.333333333333
10789,Super built-up  Area,Electronic City,1110.0,2.0,1.0,39.9,2,3594.5945945945946
10790,Super built-up  Area,Kothanur,1142.0,2.0,2.0,56.0,2,4903.6777583187395
10791,Carpet  Area,2nd Stage Nagarbhavi,4000.0,4.0,3.0,240.0,5,6000.0
10793,Super built-up  Area,AECS Layout,1005.0,2.0,1.0,55.0,2,5472.636815920398
10794,Built-up  Area,3rd Block Banashankari,1626.6,3.0,1.0,133.0,3,8176.564613303824
10795,Super built-up  Area,Kothanur,1074.0,2.0,2.0,54.0,2,5027.932960893855
10796,Carpet  Area,Basavangudi,1230.0,2.0,0.0,80.0,2,6504.065040650406
10797,Super built-up  Area,Electronic City,660.0,1.0,1.0,23.0,2,3484.848484848485
10798,Built-up  Area,Coconut Grove Layout,1007.0,2.0,2.0,48.0,2,4766.633565044687
10800,Built-up  Area,Whitefield,1820.0,3.0,2.0,113.0,3,6208.791208791209
10801,Super built-up  Area,Basapura,1100.0,2.0,1.0,60.0,2,5454.545454545455
10802,Plot  Area,Anjappa Layout,1348.0,2.0,0.0,100.0,2,7418.39762611276
10803,Super built-up  Area,Kasavanhalli,1230.0,2.0,2.0,66.25,2,5386.178861788618
10804,Super built-up  Area,Horamavu Agara,1176.0,2.0,1.0,37.62,3,3198.9795918367345
10805,Super built-up  Area,Uttarahalli,1590.0,3.0,2.0,57.0,3,3584.9056603773583
10806,Built-up  Area,Frazer Town,1200.0,2.0,1.0,78.0,2,6500.0
10807,Built-up  Area,"Off Sarjapur Road, ",1298.0,2.0,1.0,65.0,2,5007.704160246533
10808,Super built-up  Area,Hosa Road,1161.0,2.0,1.0,55.15,2,4750.215331610681
10811,Super built-up  Area,Kothanur,1285.0,2.0,1.0,60.0,2,4669.260700389105
10812,Super built-up  Area,Electronic City,1644.0,3.0,2.0,92.59,3,5631.995133819952
10813,Super built-up  Area,Kasavanhalli,1819.0,3.0,1.0,150.0,3,8246.289169873557
10814,Super built-up  Area,1st Phase JP Nagar,1205.0,2.0,1.0,85.0,2,7053.941908713693
10816,Super built-up  Area,Uttarahalli,1050.0,2.0,1.0,42.0,2,4000.0
10817,Super built-up  Area,Raja Rajeshwari Nagar,1270.0,2.0,2.0,62.0,2,4881.889763779527
10818,Super built-up  Area,9th Phase JP Nagar,1240.0,2.0,2.0,39.89,3,3216.935483870968
10819,Super built-up  Area,Jigani,1221.0,3.0,3.0,70.0,3,5733.005733005733
10821,Super built-up  Area,Kanakpura Road,1339.0,2.0,2.0,63.0,2,4705.003734129948
10822,Super built-up  Area,Thigalarapalya,4303.0,5.0,2.0,300.0,4,6971.880083662561
10823,Super built-up  Area,Haralur Road,1315.0,2.0,1.0,85.0,2,6463.878326996198
10824,Super built-up  Area,Raja Rajeshwari Nagar,1250.0,2.0,2.0,68.0,2,5440.0
10825,Super built-up  Area,Bisuvanahalli,850.0,2.0,1.0,27.0,2,3176.470588235294
10826,Super built-up  Area,7th Phase JP Nagar,1600.0,2.0,2.0,110.0,3,6875.0
10827,Built-up  Area,Electronic City,1250.0,2.0,1.0,62.0,2,4960.0
10828,Super built-up  Area,Motappa Layout,1312.0,2.0,1.0,56.5,3,4306.40243902439
10829,Super built-up  Area,Kadugodi,3000.0,4.0,0.0,134.0,4,4466.666666666667
10830,Built-up  Area,Electronic City Phase II,1300.0,2.0,2.0,28.0,2,2153.846153846154
10831,Built-up  Area,Whitefield,1990.0,3.0,3.0,98.0,3,4924.62311557789
10832,Super built-up  Area,Medahalli,760.0,2.0,2.0,38.5,2,5065.789473684211
10834,Super built-up  Area,Kadugodi,1614.0,2.0,2.0,59.0,3,3655.5142503097895
10836,Super built-up  Area,Basava Nagar,1182.0,2.0,1.0,60.1,3,5084.602368866328
10837,Super built-up  Area,Avalahalli,1053.0,2.0,1.0,46.29,2,4396.011396011396
10839,Super built-up  Area,Gubbalala,2000.0,3.0,3.0,125.0,3,6250.0
10840,Built-up  Area,Electronic City Phase II,1940.0,4.0,3.0,116.0,3,5979.381443298969
10841,Super built-up  Area,Hennur Road,1590.0,3.0,2.0,105.0,3,6603.773584905661
10842,Super built-up  Area,Chennammana Kere,1035.0,2.0,2.0,52.79,2,5100.48309178744
10843,Super built-up  Area,Kothanur,1075.0,2.0,2.0,53.0,2,4930.232558139535
10844,Plot  Area,TC Palaya,900.0,2.0,0.0,55.0,2,6111.111111111111
10845,Super built-up  Area,Raja Rajeshwari Nagar,1260.0,2.0,1.0,62.0,3,4920.6349206349205
10847,Super built-up  Area,Thanisandra,1702.0,3.0,2.0,107.0,3,6286.721504112808
10848,Super built-up  Area,Bisuvanahalli,1080.0,2.0,2.0,65.0,3,6018.518518518518
10849,Built-up  Area,Kasavanhalli,1189.0,2.0,1.0,45.0,2,3784.6930193439866
10850,Super built-up  Area,Tumkur Road,1035.0,2.0,1.0,39.0,2,3768.1159420289855
10851,Super built-up  Area,Hennur Road,1200.0,2.0,1.0,36.0,2,3000.0
10854,Super built-up  Area,Kanakpura Road,1300.0,3.0,1.0,69.0,3,5307.692307692308
10855,Super built-up  Area,Yelahanka,1330.0,2.0,1.0,93.65,2,7041.353383458647
10856,Super built-up  Area,Kaggalipura,1210.0,2.0,1.0,65.0,3,5371.900826446281
10857,Built-up  Area,Chikkalasandra,1350.0,2.0,2.0,54.2,3,4014.814814814815
10858,Super built-up  Area,Kaval Byrasandra,1900.0,2.0,2.0,65.0,3,3421.0526315789475
10859,Super built-up  Area,Ambedkar Nagar,1935.0,4.0,2.0,125.0,3,6459.948320413437
10860,Super built-up  Area,Doddanakundi Industrial Area 2,1410.0,3.0,3.0,90.0,3,6382.978723404255
10861,Super built-up  Area,Narayanapura,1469.0,2.0,2.0,99.14,2,6748.8087134104835
10862,Super built-up  Area,Varthur,986.0,2.0,1.0,30.0,2,3042.5963488843813
10863,Super built-up  Area,RBI Layout,1460.0,2.0,2.0,87.0,3,5958.904109589041
10864,Super built-up  Area,Chandra Layout,1260.0,2.0,2.0,85.05,3,6750.0
10865,Super built-up  Area,Chandapura,1345.0,2.0,2.0,39.5,3,2936.8029739776953
10866,Super built-up  Area,Panathur,980.0,2.0,1.0,57.0,2,5816.326530612245
10867,Built-up  Area,Kudlu Gate,1164.0,2.0,2.0,75.0,2,6443.298969072165
10868,Super built-up  Area,Subramanyapura,929.0,1.0,2.0,51.0,2,5489.773950484392
10869,Built-up  Area,Kundalahalli,1065.0,2.0,1.0,70.0,2,6572.769953051643
10870,Super built-up  Area,Budigere,1172.0,2.0,0.0,56.725,2,4840.017064846416
10871,Super built-up  Area,Lakshmiamma Garden,3000.0,3.0,1.0,265.0,3,8833.333333333334
10872,Super built-up  Area,Electronic City,1020.0,2.0,1.0,30.27,2,2967.6470588235293
10873,Super built-up  Area,Gunjur,1362.0,3.0,1.0,62.63,3,4598.384728340676
10874,Super built-up  Area,Yeshwanthpur,672.0,1.0,1.0,36.85,1,5483.630952380952
10875,Super built-up  Area,Brookefield,1746.0,3.0,3.0,115.0,3,6586.483390607102
10876,Built-up  Area,Electronic City,1025.0,2.0,1.0,29.6,2,2887.8048780487807
10877,Super built-up  Area,Harlur,1532.0,2.0,1.0,65.0,2,4242.819843342037
10878,Super built-up  Area,Guni Agrahara,1200.0,2.0,2.0,120.0,3,10000.0
10879,Super built-up  Area,Ganga Nagar,1250.0,2.0,2.0,65.0,2,5200.0
10880,Super built-up  Area,Thanisandra,1188.0,2.0,1.0,39.0,2,3282.8282828282827
10881,Built-up  Area,Whitefield,3565.0,4.0,0.0,218.0,4,6115.007012622721
10882,Super built-up  Area,Marathahalli,1170.0,2.0,2.0,85.0,2,7264.957264957265
10883,Super built-up  Area,BEL Road,1800.0,3.0,2.0,150.0,3,8333.333333333334
10884,Plot  Area,Madavara,1000.0,2.0,1.0,35.0,2,3500.0
10887,Super built-up  Area,Kasturi Nagar,2507.0,4.0,2.0,155.0,4,6182.688472277623
10888,Super built-up  Area,Babusapalaya,1061.0,2.0,1.0,34.0,2,3204.5240339302545
10889,Super built-up  Area,KR Puram,1290.0,2.0,2.0,69.0,2,5348.837209302325
10890,Super built-up  Area,Sarjapur,1200.0,2.0,1.0,42.6,2,3550.0
10891,Super built-up  Area,Bharathi Nagar,1120.0,2.0,2.0,39.29,2,3508.035714285714
10892,Super built-up  Area,Electronic City,418.0,1.0,1.0,12.0,1,2870.813397129187
10893,Super built-up  Area,Sarjapur,1333.0,3.0,1.0,50.0,3,3750.9377344336085
10894,Super built-up  Area,Sarjapur  Road,1691.0,3.0,2.0,119.0,3,7037.25606150207
10895,Super built-up  Area,Thanisandra,747.0,1.0,0.0,34.355,1,4599.062918340026
10897,Super built-up  Area,Thanisandra,2030.0,4.0,1.0,125.0,3,6157.635467980295
10898,Super built-up  Area,Balagere,1012.0,2.0,1.0,70.0,2,6916.99604743083
10899,Carpet  Area,Kudlu,1245.0,2.0,1.0,60.0,3,4819.277108433735
10900,Super built-up  Area,7th Phase JP Nagar,1765.0,3.0,2.0,118.0,3,6685.552407932011
10901,Super built-up  Area,Gottigere,1110.0,2.0,2.0,36.25,2,3265.765765765766
10902,Built-up  Area,Akash Nagar,967.0,2.0,1.0,47.8,2,4943.1230610134435
10903,Super built-up  Area,Sarjapur,1044.0,2.0,2.0,36.0,2,3448.2758620689656
10904,Super built-up  Area,Brookefield,1518.0,3.0,3.0,80.0,3,5270.092226613966
10905,Super built-up  Area,KR Puram,1300.0,2.0,2.0,57.0,3,4384.615384615385
10906,Super built-up  Area,Seetharampalya,1798.0,3.0,3.0,73.0,3,4060.066740823137
10907,Carpet  Area,KR Puram,866.28,2.0,0.0,36.38,2,4199.565960197628
10908,Super built-up  Area,Whitefield,3410.0,5.0,3.0,253.0,4,7419.354838709677
10909,Super built-up  Area,Singasandra,1179.0,2.0,2.0,56.0,2,4749.787955894826
10911,Super built-up  Area,Uttarahalli,1125.0,2.0,1.0,48.0,2,4266.666666666667
10912,Super built-up  Area,Cambridge Layout,2098.0,3.0,1.0,210.0,3,10009.532888465204
10914,Built-up  Area,Haralur Road,1976.0,3.0,2.0,92.0,3,4655.87044534413
10915,Built-up  Area,5th Phase JP Nagar,1190.0,2.0,2.0,61.8,2,5193.27731092437
10917,Super built-up  Area,Jakkur,1761.0,3.0,1.0,84.52,3,4799.545712663259
10918,Super built-up  Area,Cooke Town,1700.0,3.0,3.0,120.0,3,7058.823529411765
10920,Super built-up  Area,Electronic City,1128.0,2.0,1.0,64.8,2,5744.68085106383
10921,Super built-up  Area,5th Stage BEML Layout,2000.0,3.0,2.0,85.0,3,4250.0
10922,Built-up  Area,Electronic City,1220.0,2.0,1.0,35.25,3,2889.344262295082
10923,Super built-up  Area,Shauhardha Layout,509.0,1.0,1.0,20.0,1,3929.2730844793714
10924,Super built-up  Area,Ambedkar Nagar,1852.0,4.0,2.0,122.0,3,6587.473002159827
10925,Super built-up  Area,Varthur,1045.0,2.0,1.0,40.65,2,3889.9521531100477
10926,Super built-up  Area,Kaverappa Layout,3535.0,4.0,2.0,215.0,4,6082.036775106082
10927,Super built-up  Area,Marathahalli,1102.0,2.0,2.0,53.67,2,4870.235934664247
10928,Super built-up  Area,Omkar Nagar,1800.0,3.0,2.0,82.0,4,4555.555555555556
10929,Super built-up  Area,Hebbal Kempapura,1436.0,2.0,2.0,75.0,3,5222.841225626741
10930,Super built-up  Area,Chikkadunnasandra,1397.0,2.0,2.0,52.0,3,3722.2619899785254
10931,Super built-up  Area,Kothanur,1140.0,2.0,2.0,56.0,2,4912.2807017543855
10932,Super built-up  Area,Balagere,645.0,1.0,1.0,55.0,1,8527.131782945737
10935,Carpet  Area,Bhoopsandra,2050.0,3.0,2.0,135.0,3,6585.365853658536
10936,Super built-up  Area,Sarjapur  Road,1335.0,2.0,1.0,95.0,2,7116.104868913858
10937,Plot  Area,Thirumenahalli,2100.0,1.0,1.0,200.0,2,9523.809523809523
10938,Super built-up  Area,Hebbal,1255.0,3.0,2.0,77.68,3,6189.641434262949
10939,Super built-up  Area,Thanisandra,1140.0,2.0,1.0,59.0,2,5175.438596491228
10940,Super built-up  Area,Hosakerehalli,2376.0,3.0,1.0,240.0,3,10101.0101010101
10941,Super built-up  Area,Thanisandra,663.0,1.0,1.0,46.0,1,6938.15987933635
10943,Super built-up  Area,Kanakpura Road,1450.0,3.0,3.0,60.9,3,4200.0
10944,Super built-up  Area,Kodichikkanahalli,1400.0,3.0,3.0,66.0,3,4714.285714285715
10945,Super built-up  Area,Divya Unnathi Layout,1339.0,2.0,1.0,53.56,2,4000.0
10946,Built-up  Area,Electronic City,1220.0,2.0,1.0,35.23,3,2887.7049180327863
10948,Built-up  Area,Harohalli,1305.0,2.0,2.0,52.0,2,3984.6743295019155
10949,Built-up  Area,Green Glen Layout,1740.0,3.0,3.0,80.0,3,4597.701149425287
10950,Super built-up  Area,Anekal,680.0,1.0,1.0,21.0,2,3088.235294117647
10951,Super built-up  Area,Bannerghatta Road,1154.0,2.0,2.0,47.0,2,4072.790294627383
10952,Built-up  Area,Munnekollal,1200.0,2.0,2.0,40.0,2,3333.3333333333335
10953,Super built-up  Area,Hennur,1155.0,2.0,2.0,54.5,2,4718.614718614718
10954,Super built-up  Area,Sarjapur  Road,1525.0,2.0,3.0,63.0,3,4131.147540983607
10956,Super built-up  Area,Hebbal,2470.0,5.0,2.0,192.0,4,7773.27935222672
10957,Super built-up  Area,Padmanabhanagar,1100.0,2.0,1.0,60.0,2,5454.545454545455
10958,Super built-up  Area,Hormavu,1250.0,2.0,2.0,65.0,2,5200.0
10959,Super built-up  Area,Kothanur,1400.0,2.0,1.0,70.0,2,5000.0
10960,Super built-up  Area,Ittamadu,1600.0,3.0,2.0,100.0,3,6250.0
10961,Built-up  Area,Electronic City,1060.0,2.0,1.0,55.0,2,5188.679245283019
10962,Super built-up  Area,Horamavu Banaswadi,1272.0,2.0,2.0,50.0,2,3930.817610062893
10963,Super built-up  Area,Kanakpura Road,1296.0,2.0,2.0,105.0,2,8101.851851851852
10965,Super built-up  Area,Karuna Nagar,1945.0,3.0,3.0,115.0,3,5912.596401028278
10966,Super built-up  Area,Chandapura,1033.0,2.0,2.0,30.47,3,2949.6611810261375
10967,Super built-up  Area,Stage-4 Bommanahalli,2300.0,2.0,2.0,69.0,3,3000.0
10968,Super built-up  Area,Gunjur Palya,1235.0,2.0,2.0,52.76,2,4272.064777327935
10970,Super built-up  Area,2nd Phase JP Nagar,850.0,2.0,1.0,42.5,2,5000.0
10971,Super built-up  Area,Subramanyapura,1880.0,3.0,2.0,110.0,3,5851.063829787234
10973,Super built-up  Area,Kenchenahalli,1060.0,2.0,2.0,52.0,2,4905.66037735849
10974,Super built-up  Area,Hennur Road,2041.0,3.0,3.0,138.0,3,6761.391474767271
10976,Super built-up  Area,Vasanthapura,1037.0,2.0,1.0,36.28,2,3498.553519768563
10977,Built-up  Area,"Electronic city phase 1, ",1150.0,2.0,1.0,39.0,2,3391.304347826087
10978,Super built-up  Area,LB Shastri Nagar,1184.0,2.0,1.0,62.0,2,5236.486486486487
10979,Built-up  Area,Sarjapur  Road,1680.0,3.0,2.0,126.0,3,7500.0
10980,Super built-up  Area,Thanisandra,1411.0,3.0,2.0,100.0,3,7087.172218284904
10982,Super built-up  Area,Kanakpura Road,900.0,2.0,2.0,41.0,2,4555.555555555556
10983,Built-up  Area,Jakkur Plantation,3500.0,4.0,3.0,320.0,4,9142.857142857143
10984,Super built-up  Area,Thanisandra,1702.0,3.0,2.0,120.0,3,7050.5287896592245
10985,Super built-up  Area,Yelahanka,1185.0,2.0,2.0,45.0,2,3797.46835443038
10986,Super built-up  Area,Kanakpura Road,1300.0,3.0,1.0,64.0,3,4923.076923076923
10987,Super built-up  Area,Lavakusha Nagar,1545.0,3.0,2.0,65.0,3,4207.119741100324
10988,Super built-up  Area,6th Phase JP Nagar,1515.0,2.0,2.0,135.0,3,8910.89108910891
10989,Super built-up  Area,Jigani,1300.0,3.0,3.0,55.0,3,4230.7692307692305
10990,Super built-up  Area,JP Nagar,1107.0,2.0,1.0,57.0,2,5149.051490514905
10991,Super built-up  Area,Old Madras Road,1720.0,3.0,2.0,106.0,3,6162.790697674419
10992,Super built-up  Area,Kuvempu Nagar,1540.0,3.0,2.0,150.0,3,9740.25974025974
10993,Super built-up  Area,Bannerghatta Road,1000.0,2.0,1.0,44.5,2,4450.0
10994,Super built-up  Area,Electronic City,710.0,1.0,1.0,40.42,1,5692.957746478874
10995,Super built-up  Area,Thanisandra,1100.0,2.0,1.0,38.0,2,3454.5454545454545
10996,Built-up  Area,Sri Balaji Krupa Layout,3200.0,4.0,0.0,270.0,4,8437.5
10998,Built-up  Area,Bannerghatta Road,1250.0,2.0,0.0,48.0,2,3840.0
10999,Built-up  Area,Kaggadasapura,2400.0,4.0,3.0,130.0,5,5416.666666666667
11000,Super built-up  Area,Hegde Nagar,1584.01,3.0,1.0,104.0,3,6565.615116066187
11002,Plot  Area,Kammasandra,1200.0,6.0,3.0,60.0,4,5000.0
11003,Super built-up  Area,Kaggadasapura,1485.0,2.0,2.0,70.0,3,4713.804713804714
11004,Built-up  Area,Hennur Road,1100.0,2.0,1.0,78.0,3,7090.909090909091
11005,Super built-up  Area,8th Phase JP Nagar,1245.0,2.0,1.0,59.0,2,4738.955823293173
11006,Built-up  Area,Hennur Road,1880.0,4.0,0.0,154.0,4,8191.489361702128
11008,Built-up  Area,Anathanagar,1050.0,2.0,2.0,45.0,2,4285.714285714285
11010,Super built-up  Area,Bannerghatta Road,1640.0,3.0,2.0,105.0,3,6402.4390243902435
11011,Super built-up  Area,Basavanapura,1165.0,2.0,1.0,65.0,2,5579.399141630901
11012,Built-up  Area,Kengeri Satellite Town,1110.0,2.0,1.0,43.0,2,3873.873873873874
11015,Built-up  Area,Uttarahalli,4500.0,4.0,0.0,150.0,4,3333.3333333333335
11017,Super built-up  Area,Haralur Road,1300.0,2.0,2.0,75.0,2,5769.2307692307695
11018,Plot  Area,adigondanhalli,1200.0,1.0,0.0,42.0,2,3500.0
11020,Super built-up  Area,Hennur Road,1232.0,2.0,1.0,69.61,2,5650.162337662337
11021,Super built-up  Area,Jalahalli,1704.0,3.0,2.0,94.36,3,5537.55868544601
11022,Built-up  Area,7th Phase JP Nagar,1275.0,2.0,2.0,88.0,3,6901.9607843137255
11023,Super built-up  Area,Sarjapur  Road,1222.0,2.0,1.0,68.0,3,5564.648117839607
11024,Super built-up  Area,Varthur,1155.0,2.0,2.0,39.0,2,3376.6233766233768
11025,Super built-up  Area,Electronic City,1000.0,2.0,1.0,29.95,2,2995.0
11026,Super built-up  Area,Horamavu Banaswadi,1200.0,2.0,1.0,45.0,2,3750.0
11027,Super built-up  Area,Yelahanka,1517.0,3.0,2.0,71.28,3,4698.7475280158205
11028,Super built-up  Area,Horamavu Agara,1166.0,2.0,1.0,37.29,2,3198.1132075471696
11029,Built-up  Area,Electronic City,870.0,2.0,2.0,24.0,2,2758.6206896551726
11030,Super built-up  Area,5th Phase JP Nagar,4000.0,5.0,2.0,170.0,5,4250.0
11032,Super built-up  Area,Yelahanka,3019.0,6.0,2.0,190.0,4,6293.474660483604
11033,Super built-up  Area,Whitefield,1345.0,3.0,1.0,58.0,3,4312.267657992565
11034,Plot  Area,Dommasandra,900.0,3.0,1.0,75.0,3,8333.333333333334
11035,Super built-up  Area,EPIP Zone,3800.0,5.0,2.0,170.0,4,4473.684210526316
11036,Super built-up  Area,Chandapura,971.0,2.0,2.0,38.0,3,3913.491246138002
11037,Super built-up  Area,Hennur,1255.0,2.0,1.0,52.32,2,4168.924302788844
11038,Built-up  Area,EPIP Zone,1810.0,2.0,2.0,65.0,2,3591.160220994475
11039,Built-up  Area,"Whitefield, ",1300.0,2.0,1.0,58.0,2,4461.538461538462
11040,Super built-up  Area,Thanisandra,1185.0,2.0,2.0,45.0,2,3797.46835443038
11041,Super built-up  Area,Pattandur Agrahara,1350.0,2.0,3.0,68.0,2,5037.037037037037
11042,Super built-up  Area,Budigere,1590.0,3.0,0.0,76.16,3,4789.937106918239
11043,Super built-up  Area,Thyagaraja Nagar,3000.0,6.0,3.0,180.0,7,6000.0
11044,Plot  Area,Brookefield,1560.0,3.0,2.0,149.0,4,9551.28205128205
11045,Super built-up  Area,Somasundara Palya,1650.0,3.0,2.0,126.0,3,7636.363636363636
11046,Super built-up  Area,Off Bannergatta Road,1645.0,3.0,2.0,87.0,3,5288.753799392097
11047,Super built-up  Area,Hennur Road,1748.0,3.0,2.0,103.0,3,5892.448512585813
11048,Plot  Area,Channasandra,1200.0,3.0,1.0,67.77,3,5647.5
11049,Built-up  Area,Kengeri Satellite Town,1170.0,2.0,3.0,50.0,2,4273.504273504273
11050,Built-up  Area,Sarjapur  Road,3420.0,4.0,2.0,225.0,4,6578.9473684210525
11051,Built-up  Area,Hulimavu,1320.0,2.0,2.0,65.0,3,4924.242424242424
11052,Super built-up  Area,Bhoganhalli,1610.0,3.0,2.0,84.53,3,5250.310559006211
11053,Super built-up  Area,Frazer Town,1870.0,3.0,3.0,180.0,3,9625.668449197861
11054,Super built-up  Area,Sarjapur  Road,1510.0,2.0,1.0,110.0,3,7284.76821192053
11055,Built-up  Area,Kammagondahalli,2700.0,7.0,3.0,110.0,6,4074.074074074074
11056,Super built-up  Area,Kanakapura  Rod,1305.0,2.0,1.0,45.68,3,3500.383141762452
11057,Super built-up  Area,Mahadevpura,1500.0,2.0,1.0,70.0,3,4666.666666666667
11059,Built-up  Area,Thanisandra,1948.0,4.0,2.0,129.0,4,6622.17659137577
11060,Plot  Area,Margondanahalli,1448.0,3.0,1.0,70.0,3,4834.254143646409
11061,Super built-up  Area,Sarjapur  Road,1242.0,2.0,1.0,78.0,2,6280.193236714976
11062,Super built-up  Area,Sonnenahalli,1268.0,2.0,1.0,58.0,2,4574.132492113565
11063,Super built-up  Area,Ramamurthy Nagar,1101.0,2.0,1.0,50.0,2,4541.326067211626
11064,Super built-up  Area,Kallumantapa,1255.0,2.0,3.0,65.0,2,5179.282868525896
11065,Super built-up  Area,Gunjur,1362.0,3.0,1.0,62.63,3,4598.384728340676
11067,Super built-up  Area,Hosa Road,1089.0,2.0,1.0,32.67,2,3000.0
11069,Super built-up  Area,Uttarahalli,1345.0,2.0,1.0,57.0,3,4237.918215613383
11070,Plot  Area,Thanisandra,3600.0,9.0,3.0,125.0,8,3472.222222222222
11071,Plot  Area,Krishna Nagar,1650.0,2.0,1.0,140.0,4,8484.848484848484
11072,Super built-up  Area,Kaggalipura,950.0,2.0,1.0,45.0,2,4736.8421052631575
11073,Super built-up  Area,HBR Layout,1068.0,2.0,1.0,43.0,2,4026.2172284644193
11074,Built-up  Area,Yelahanka New Town,860.0,1.0,2.0,31.0,2,3604.6511627906975
11075,Built-up  Area,Kengeri,3000.0,5.0,2.0,130.0,8,4333.333333333333
11076,Super built-up  Area,Yelahanka,1756.0,3.0,2.0,66.73,3,3800.113895216401
11077,Super built-up  Area,Whitefield,1205.0,2.0,1.0,41.0,2,3402.4896265560164
